team_a,coach_a,team_a_tendency,team_a_toss_wins_sample,team_a_receive_if_wins_toss_pct,team_a_projected_receive_opening_kick_pct,team_b,coach_b,team_b_tendency,team_b_toss_wins_sample,team_b_receive_if_wins_toss_pct,team_b_projected_receive_opening_kick_pct,projected_opening_receiver,edge_pct_points
Cincinnati,Scott Satterfield,Mixed,7,42.9,38.1,USC,Lincoln Riley,Likely take-ball,9,66.7,61.9,USC,23.8
Cincinnati,Scott Satterfield,Mixed,7,42.9,38.1,East Carolina,Blake Harrell,Mixed,3,66.7,61.9,East Carolina,23.8
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Georgia,Kirby Smart,Mixed,10,50.0,53.5,Georgia,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Georgia Tech,Brent Key,Mixed,8,50.0,53.5,Georgia Tech,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Pittsburgh,Pat Narduzzi,Mixed,8,50.0,53.5,Pittsburgh,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Texas Tech,Joey McGuire,Mixed,8,50.0,53.5,Texas Tech,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Alabama,Kalen DeBoer,Mixed,6,50.0,53.5,Alabama,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Arkansas,Ryan Silverfield,Mixed,4,50.0,53.5,Arkansas,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Oklahoma,Brent Venables,Mixed,4,50.0,53.5,Oklahoma,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,50.0,Middle Tennessee,Derek Mason,Mixed,7,42.9,50.0,No clear lean,0.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,50.0,Troy,Gerad Parker,Mixed,7,42.9,50.0,No clear lean,0.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,54.8,Arkansas State,Butch Jones,Mixed,3,33.3,45.2,Cincinnati,9.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,54.8,Florida International,Willie Simmons,Mixed,3,33.3,45.2,Cincinnati,9.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,54.8,Marshall,Tony Gibson,Mixed,3,33.3,45.2,Cincinnati,9.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,59.0,Syracuse,Fran Brown,Mixed,4,25.0,41.0,Cincinnati,18.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Indiana,Curt Cignetti,Mixed,4,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Kansas,Lance Leipold,Mixed,4,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Nebraska,Matt Rhule,Mixed,4,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,San Diego State,Sean Lewis,Mixed,4,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,UCLA,Bob Chesney,Mixed,4,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Iowa State,Jimmy Rogers,Mixed,3,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Kennesaw State,Jerry Mack,Mixed,3,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,21.4,Florida Atlantic,Zach Kittley,No/low sample,1,100.0,78.5,Florida Atlantic,57.1
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Bowling Green,Eddie George,No/low sample,2,50.0,53.5,Bowling Green,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Coastal Carolina,Ryan Beard,No/low sample,2,50.0,53.5,Coastal Carolina,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,Miami-OH,Chuck Martin,No/low sample,2,50.0,53.5,Miami-OH,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,New Mexico,Jason Eck,No/low sample,2,50.0,53.5,New Mexico,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,46.5,North Carolina,Bill Belichick,No/low sample,2,50.0,53.5,North Carolina,7.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Buffalo,Pete Lembo,No/low sample,2,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Central Michigan,Matt Drinkall,No/low sample,2,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Jacksonville State,Charles Kelly,No/low sample,2,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Kent State,Mark Carney,No/low sample,2,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Northwestern,David Braun,No/low sample,2,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Rice,Scott Abell,No/low sample,2,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Tulsa,Tre Lamb,No/low sample,2,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Ball State,Mike Uremovich,No/low sample,1,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Delaware,Ryan Carty,No/low sample,1,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Massachusetts,Joe Harasymiak,No/low sample,1,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,21.4,Sam Houston,Phil Longo,No/low sample,1,0.0,28.6,Sam Houston,7.2
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Appalachian State,Dowell Loggains,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,California,Tosh Lupoi,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Central Florida,Scott Frost,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Fresno State,Matt Entz,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Kansas State,Collin Klein,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Kentucky,Will Stein,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Michigan State,Pat Fitzgerald,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Minnesota,P. J. Fleck,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Missouri State,Casey Woods,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,North Dakota State,Tim Polasek,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Northern Illinois,Rob Harley (interim),No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Ohio,John Hauser,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Ole Miss,Pete Golding,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Oregon State,JaMarcus Shephard,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Sacramento State,Alonzo Carter,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,San Jose State,Ken Niumatalolo,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,South Florida,Brian Hartline,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Southern Miss,Blake Anderson,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Stanford,Tavita Pritchard,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Temple,K. C. Keeler,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Texas State,G. J. Kinne,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Toledo,Mike Jacobs,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,UAB,Alex Mortensen,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,UNLV,Dan Mullen,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Utah,Morgan Scalley,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,,Washington State,Kirby Moore,No/low sample,0,,,No clear lean,
Cincinnati,Scott Satterfield,Mixed,7,42.9,61.5,Georgia Southern,Clay Helton,Strong defer,10,20.0,38.5,Cincinnati,23.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,62.3,Florida,Jon Sumrall,Strong defer,11,18.2,37.6,Cincinnati,24.7
Cincinnati,Scott Satterfield,Mixed,7,42.9,62.3,Wisconsin,Luke Fickell,Strong defer,11,18.2,37.6,Cincinnati,24.7
Cincinnati,Scott Satterfield,Mixed,7,42.9,62.3,West Virginia,Rich Rodriguez,Strong defer,11,0.0,28.6,Cincinnati,33.7
Cincinnati,Scott Satterfield,Mixed,7,42.9,61.5,Notre Dame,Marcus Freeman,Strong defer,5,20.0,38.5,Cincinnati,23.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,61.5,Tulane,Will Hall,Strong defer,5,20.0,38.5,Cincinnati,23.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,61.5,Wake Forest,Jake Dickert,Strong defer,5,20.0,38.5,Cincinnati,23.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,63.1,BYU,Kalani Sitake,Strong defer,6,16.7,36.9,Cincinnati,26.2
Cincinnati,Scott Satterfield,Mixed,7,42.9,63.1,Louisville,Jeff Brohm,Strong defer,6,16.7,36.9,Cincinnati,26.2
Cincinnati,Scott Satterfield,Mixed,7,42.9,63.1,Ohio State,Ryan Day,Strong defer,6,16.7,36.9,Cincinnati,26.2
Cincinnati,Scott Satterfield,Mixed,7,42.9,64.3,Akron,Joe Moorhead,Strong defer,7,14.3,35.7,Cincinnati,28.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,64.3,Auburn,Alex Golesh,Strong defer,7,14.3,35.7,Cincinnati,28.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,64.3,Florida State,Mike Norvell,Strong defer,7,14.3,35.7,Cincinnati,28.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,64.3,James Madison,Billy Napier,Strong defer,7,14.3,35.7,Cincinnati,28.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,64.3,Michigan,Kyle Whittingham,Strong defer,7,14.3,35.7,Cincinnati,28.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,64.3,NC State,Dave Doeren,Strong defer,7,14.3,35.7,Cincinnati,28.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,64.3,New Mexico State,Tony Sanchez,Strong defer,7,14.3,35.7,Cincinnati,28.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,65.2,Arizona,Brent Brennan,Strong defer,8,12.5,34.8,Cincinnati,30.4
Cincinnati,Scott Satterfield,Mixed,7,42.9,65.2,Duke,Manny Diaz,Strong defer,8,12.5,34.8,Cincinnati,30.4
Cincinnati,Scott Satterfield,Mixed,7,42.9,65.2,Illinois,Bret Bielema,Strong defer,8,12.5,34.8,Cincinnati,30.4
Cincinnati,Scott Satterfield,Mixed,7,42.9,65.9,Arizona State,Kenny Dillingham,Strong defer,9,11.1,34.1,Cincinnati,31.8
Cincinnati,Scott Satterfield,Mixed,7,42.9,65.9,Boise State,Spencer Danielson,Strong defer,9,11.1,34.1,Cincinnati,31.8
Cincinnati,Scott Satterfield,Mixed,7,42.9,65.9,Louisiana,Michael Desormeaux,Strong defer,9,11.1,34.1,Cincinnati,31.8
Cincinnati,Scott Satterfield,Mixed,7,42.9,65.9,Navy,Brian Newberry,Strong defer,9,11.1,34.1,Cincinnati,31.8
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Houston,Willie Fritz,Strong defer,9,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Louisiana Tech,Sonny Cumbie,Strong defer,9,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Nevada,Jeff Choate,Strong defer,9,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,South Alabama,Major Applewhite,Strong defer,9,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Army,Jeff Monken,Strong defer,8,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Baylor,Dave Aranda,Strong defer,8,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Charlotte,Tim Albin,Strong defer,8,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Colorado State,Jim Mora,Strong defer,8,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,65.2,Connecticut,Jason Candle,Strong defer,8,0.0,28.6,Cincinnati,36.6
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Colorado,Deion Sanders,Strong defer,7,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,UL-Monroe,Bryant Vincent,Strong defer,7,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,UTSA,Jeff Traylor,Strong defer,7,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Washington,Jedd Fisch,Strong defer,7,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Eastern Michigan,Chris Creighton,Strong defer,6,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Hawaii,Timmy Chang,Strong defer,6,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Liberty,Jamey Chadwell,Strong defer,6,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Memphis,Charles Huff,Strong defer,6,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Penn State,Matt Campbell,Strong defer,6,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Rutgers,Greg Schiano,Strong defer,6,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Virginia,Tony Elliott,Strong defer,6,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Wyoming,Jay Sawvel,Strong defer,6,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Air Force,Troy Calhoun,Strong defer,5,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Boston College,Bill O'Brien,Strong defer,5,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Old Dominion,Ricky Rahne,Strong defer,5,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,71.5,Purdue,Barry Odom,Strong defer,5,0.0,28.6,Cincinnati,42.9
Cincinnati,Scott Satterfield,Mixed,7,42.9,26.0,SMU,Rhett Lashlee,Strong take-ball,11,90.9,74.0,SMU,48.0
Cincinnati,Scott Satterfield,Mixed,7,42.9,21.4,Mississippi State,Jeff Lebby,Strong take-ball,8,100.0,78.5,Mississippi State,57.1
Cincinnati,Scott Satterfield,Mixed,7,42.9,21.4,LSU,Lane Kiffin,Strong take-ball,6,100.0,78.5,LSU,57.1
Cincinnati,Scott Satterfield,Mixed,7,42.9,21.4,North Texas,Neal Brown,Strong take-ball,6,100.0,78.5,North Texas,57.1
Cincinnati,Scott Satterfield,Mixed,7,42.9,28.6,Western Kentucky,Tyson Helton,Strong take-ball,7,85.7,71.4,Western Kentucky,42.8
Cincinnati,Scott Satterfield,Mixed,7,42.9,29.8,Texas A&M,Mike Elko,Strong take-ball,6,83.3,70.2,Texas A&M,40.4
Cincinnati,Scott Satterfield,Mixed,7,42.9,31.4,TCU,Sonny Dykes,Strong take-ball,5,80.0,68.5,TCU,37.1
Cincinnati,Scott Satterfield,Mixed,7,42.9,34.0,Texas,Steve Sarkisian,Strong take-ball,8,75.0,66.0,Texas,32.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,56.5,South Carolina,Shane Beamer,Likely defer,10,30.0,43.5,Middle Tennessee,13.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,51.5,Oregon,Dan Lanning,Likely defer,5,40.0,48.5,Middle Tennessee,3.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,51.5,Western Michigan,Lance Taylor,Likely defer,5,40.0,48.5,Middle Tennessee,3.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,52.7,Georgia State,Dell McGee,Likely defer,8,37.5,47.3,Middle Tennessee,5.4
Middle Tennessee,Derek Mason,Mixed,7,42.9,52.7,Miami-FL,Mario Cristobal,Likely defer,8,37.5,47.3,Middle Tennessee,5.4
Middle Tennessee,Derek Mason,Mixed,7,42.9,53.2,Missouri,Eli Drinkwitz,Likely defer,11,36.4,46.8,Middle Tennessee,6.4
Middle Tennessee,Derek Mason,Mixed,7,42.9,54.8,Clemson,Dabo Swinney,Likely defer,9,33.3,45.2,Middle Tennessee,9.6
Middle Tennessee,Derek Mason,Mixed,7,42.9,54.8,Iowa,Kirk Ferentz,Likely defer,9,33.3,45.2,Middle Tennessee,9.6
Middle Tennessee,Derek Mason,Mixed,7,42.9,54.8,Tennessee,Josh Heupel,Likely defer,6,33.3,45.2,Middle Tennessee,9.6
Middle Tennessee,Derek Mason,Mixed,7,42.9,57.2,Oklahoma State,Eric Morris,Likely defer,7,28.6,42.9,Middle Tennessee,14.3
Middle Tennessee,Derek Mason,Mixed,7,42.9,59.0,Maryland,Mike Locksley,Likely defer,8,25.0,41.0,Middle Tennessee,18.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,59.0,UTEP,Scotty Walden,Likely defer,8,25.0,41.0,Middle Tennessee,18.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,59.0,Vanderbilt,Clark Lea,Likely defer,8,25.0,41.0,Middle Tennessee,18.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,60.3,Virginia Tech,James Franklin,Likely defer,9,22.2,39.6,Middle Tennessee,20.7
Middle Tennessee,Derek Mason,Mixed,7,42.9,40.2,Utah State,Bronco Mendenhall,Likely take-ball,8,62.5,59.8,Utah State,19.6
Middle Tennessee,Derek Mason,Mixed,7,42.9,38.1,USC,Lincoln Riley,Likely take-ball,9,66.7,61.9,USC,23.8
Middle Tennessee,Derek Mason,Mixed,7,42.9,38.1,East Carolina,Blake Harrell,Mixed,3,66.7,61.9,East Carolina,23.8
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Georgia,Kirby Smart,Mixed,10,50.0,53.5,Georgia,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Georgia Tech,Brent Key,Mixed,8,50.0,53.5,Georgia Tech,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Pittsburgh,Pat Narduzzi,Mixed,8,50.0,53.5,Pittsburgh,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Texas Tech,Joey McGuire,Mixed,8,50.0,53.5,Texas Tech,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Alabama,Kalen DeBoer,Mixed,6,50.0,53.5,Alabama,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Arkansas,Ryan Silverfield,Mixed,4,50.0,53.5,Arkansas,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Oklahoma,Brent Venables,Mixed,4,50.0,53.5,Oklahoma,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,50.0,Cincinnati,Scott Satterfield,Mixed,7,42.9,50.0,No clear lean,0.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,50.0,Troy,Gerad Parker,Mixed,7,42.9,50.0,No clear lean,0.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,54.8,Arkansas State,Butch Jones,Mixed,3,33.3,45.2,Middle Tennessee,9.6
Middle Tennessee,Derek Mason,Mixed,7,42.9,54.8,Florida International,Willie Simmons,Mixed,3,33.3,45.2,Middle Tennessee,9.6
Middle Tennessee,Derek Mason,Mixed,7,42.9,54.8,Marshall,Tony Gibson,Mixed,3,33.3,45.2,Middle Tennessee,9.6
Middle Tennessee,Derek Mason,Mixed,7,42.9,59.0,Syracuse,Fran Brown,Mixed,4,25.0,41.0,Middle Tennessee,18.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Indiana,Curt Cignetti,Mixed,4,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Kansas,Lance Leipold,Mixed,4,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Nebraska,Matt Rhule,Mixed,4,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,San Diego State,Sean Lewis,Mixed,4,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,UCLA,Bob Chesney,Mixed,4,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Iowa State,Jimmy Rogers,Mixed,3,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Kennesaw State,Jerry Mack,Mixed,3,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,21.4,Florida Atlantic,Zach Kittley,No/low sample,1,100.0,78.5,Florida Atlantic,57.1
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Bowling Green,Eddie George,No/low sample,2,50.0,53.5,Bowling Green,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Coastal Carolina,Ryan Beard,No/low sample,2,50.0,53.5,Coastal Carolina,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,Miami-OH,Chuck Martin,No/low sample,2,50.0,53.5,Miami-OH,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,New Mexico,Jason Eck,No/low sample,2,50.0,53.5,New Mexico,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,46.5,North Carolina,Bill Belichick,No/low sample,2,50.0,53.5,North Carolina,7.0
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Buffalo,Pete Lembo,No/low sample,2,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Central Michigan,Matt Drinkall,No/low sample,2,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Jacksonville State,Charles Kelly,No/low sample,2,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Kent State,Mark Carney,No/low sample,2,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Northwestern,David Braun,No/low sample,2,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Rice,Scott Abell,No/low sample,2,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Tulsa,Tre Lamb,No/low sample,2,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Ball State,Mike Uremovich,No/low sample,1,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Delaware,Ryan Carty,No/low sample,1,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,71.5,Massachusetts,Joe Harasymiak,No/low sample,1,0.0,28.6,Middle Tennessee,42.9
Middle Tennessee,Derek Mason,Mixed,7,42.9,21.4,Sam Houston,Phil Longo,No/low sample,1,0.0,28.6,Sam Houston,7.2
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Appalachian State,Dowell Loggains,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,California,Tosh Lupoi,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Central Florida,Scott Frost,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Fresno State,Matt Entz,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Kansas State,Collin Klein,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Kentucky,Will Stein,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Michigan State,Pat Fitzgerald,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Minnesota,P. J. Fleck,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Missouri State,Casey Woods,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,North Dakota State,Tim Polasek,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Northern Illinois,Rob Harley (interim),No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Ohio,John Hauser,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Ole Miss,Pete Golding,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Oregon State,JaMarcus Shephard,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Sacramento State,Alonzo Carter,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,San Jose State,Ken Niumatalolo,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,South Florida,Brian Hartline,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Southern Miss,Blake Anderson,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Stanford,Tavita Pritchard,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Temple,K. C. Keeler,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Texas State,G. J. Kinne,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,Toledo,Mike Jacobs,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,UAB,Alex Mortensen,No/low sample,0,,,No clear lean,
Middle Tennessee,Derek Mason,Mixed,7,42.9,,UNLV,Dan Mullen,No/low sample,0,,,No clear lean,
