season,team,opponent,team_conference,opponent_conference,team_tier,opponent_tier,conference_matchup_type,team_changed_conference,opponent_changed_conference,team_previous_conference,opponent_previous_conference,team_years_since_move,opponent_years_since_move
2022,Louisville,South Florida,ACC,American,P4,G6,P4_vs_G6,False,False,ACC,American,,
2022,South Florida,Louisville,American,ACC,G6,P4,G6_vs_P4,False,False,American,ACC,,
2022,Temple,Massachusetts,American,Independent,G6,Independent,Other,False,False,American,Independent,,
2022,Massachusetts,Temple,Independent,American,Independent,G6,Other,False,False,Independent,American,,
2022,North Carolina,Notre Dame,ACC,Independent,P4,Independent,Other,False,False,ACC,Independent,,
2022,Notre Dame,North Carolina,Independent,ACC,Independent,P4,Other,False,False,Independent,ACC,,
2022,App State,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,,,
2022,James Madison,App State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,Sun Belt,,
2022,Tennessee,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Florida,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Cincinnati,Indiana,American,Big Ten,G6,P4,G6_vs_P4,False,False,American,Big Ten,,
2022,Indiana,Cincinnati,Big Ten,American,P4,G6,P4_vs_G6,False,False,Big Ten,American,,
2022,San Diego State,Toledo,Mountain West,MAC,G6,G6,G6_vs_G6,False,False,Mountain West,MAC,,
2022,Toledo,San Diego State,MAC,Mountain West,G6,G6,G6_vs_G6,False,False,MAC,Mountain West,,
2022,Western Kentucky,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Florida International,Western Kentucky,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Texas Tech,Texas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Texas,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Michigan State,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Minnesota,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Memphis,North Texas,American,Conference USA,G6,G6,G6_vs_G6,False,False,American,Conference USA,,
2022,North Texas,Memphis,Conference USA,American,G6,G6,G6_vs_G6,False,False,Conference USA,American,,
2022,Miami,Middle Tennessee,ACC,Conference USA,P4,G6,P4_vs_G6,False,False,ACC,Conference USA,,
2022,Middle Tennessee,Miami,Conference USA,ACC,G6,P4,G6_vs_P4,False,False,Conference USA,ACC,,
2022,UCF,Georgia Tech,American,ACC,G6,P4,G6_vs_P4,False,False,American,ACC,,
2022,Georgia Tech,UCF,ACC,American,P4,G6,P4_vs_G6,False,False,ACC,American,,
2022,Ole Miss,Tulsa,SEC,American,P4,G6,P4_vs_G6,False,False,SEC,American,,
2022,Tulsa,Ole Miss,American,SEC,G6,P4,G6_vs_P4,False,False,American,SEC,,
2022,Liberty,Akron,Independent,MAC,Independent,G6,Other,False,False,Independent,MAC,,
2022,Akron,Liberty,MAC,Independent,G6,Independent,Other,False,False,MAC,Independent,,
2022,Houston,Rice,American,Conference USA,G6,G6,G6_vs_G6,False,False,American,Conference USA,,
2022,Rice,Houston,Conference USA,American,G6,G6,G6_vs_G6,False,False,Conference USA,American,,
2022,Georgia Southern,Ball State,Sun Belt,MAC,G6,G6,G6_vs_G6,False,False,Sun Belt,MAC,,
2022,Ball State,Georgia Southern,MAC,Sun Belt,G6,G6,G6_vs_G6,False,False,MAC,Sun Belt,,
2022,Old Dominion,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,True,False,Conference USA,Sun Belt,0.0,
2022,Arkansas State,Old Dominion,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,True,Sun Belt,Conference USA,,0.0
2022,East Carolina,Navy,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Navy,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Tulane,Southern Miss,American,Sun Belt,G6,G6,G6_vs_G6,False,True,American,Conference USA,,0.0
2022,Southern Miss,Tulane,Sun Belt,American,G6,G6,G6_vs_G6,True,False,Conference USA,American,0.0,
2022,Kentucky,Northern Illinois,SEC,MAC,P4,G6,P4_vs_G6,False,False,SEC,MAC,,
2022,Northern Illinois,Kentucky,MAC,SEC,G6,P4,G6_vs_P4,False,False,MAC,SEC,,
2022,South Alabama,Louisiana Tech,Sun Belt,Conference USA,G6,G6,G6_vs_G6,False,False,Sun Belt,Conference USA,,
2022,Louisiana Tech,South Alabama,Conference USA,Sun Belt,G6,G6,G6_vs_G6,False,False,Conference USA,Sun Belt,,
2022,Texas A&M,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Arkansas,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Troy,Marshall,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,True,Sun Belt,Conference USA,,0.0
2022,Marshall,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,True,False,Conference USA,Sun Belt,0.0,
2022,Utah State,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,UNLV,Utah State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Rutgers,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Iowa,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Purdue,Florida Atlantic,Big Ten,Conference USA,P4,G6,P4_vs_G6,False,False,Big Ten,Conference USA,,
2022,Florida Atlantic,Purdue,Conference USA,Big Ten,G6,P4,G6_vs_P4,False,False,Conference USA,Big Ten,,
2022,South Carolina,Charlotte,SEC,Conference USA,P4,G6,P4_vs_G6,False,False,SEC,Conference USA,,
2022,Charlotte,South Carolina,Conference USA,SEC,G6,P4,G6_vs_P4,False,False,Conference USA,SEC,,
2022,LSU,New Mexico,SEC,Mountain West,P4,G6,P4_vs_G6,False,False,SEC,Mountain West,,
2022,New Mexico,LSU,Mountain West,SEC,G6,P4,G6_vs_P4,False,False,Mountain West,SEC,,
2022,Alabama,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Vanderbilt,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Northwestern,Miami (OH),Big Ten,MAC,P4,G6,P4_vs_G6,False,False,Big Ten,MAC,,
2022,Miami (OH),Northwestern,MAC,Big Ten,G6,P4,G6_vs_P4,False,False,MAC,Big Ten,,
2022,NC State,UConn,ACC,Independent,P4,Independent,Other,False,False,ACC,Independent,,
2022,UConn,NC State,Independent,ACC,Independent,P4,Other,False,False,Independent,ACC,,
2022,Ohio State,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Wisconsin,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,New Mexico State,Hawai'i,Independent,Mountain West,Independent,G6,Other,False,False,Independent,Mountain West,,
2022,Hawai'i,New Mexico State,Mountain West,Independent,G6,Independent,Other,False,False,Mountain West,Independent,,
2022,Florida State,Boston College,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Boston College,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,UL Monroe,Louisiana,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,Louisiana,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,Oklahoma,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Kansas State,Oklahoma,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,BYU,Wyoming,Independent,Mountain West,Independent,G6,Other,False,False,Independent,Mountain West,,
2022,Wyoming,BYU,Mountain West,Independent,G6,Independent,Other,False,False,Mountain West,Independent,,
2022,San José State,Western Michigan,Mountain West,MAC,G6,G6,G6_vs_G6,False,False,Mountain West,MAC,,
2022,Western Michigan,San José State,MAC,Mountain West,G6,G6,G6_vs_G6,False,False,MAC,Mountain West,,
2022,BYU,Utah State,Independent,Mountain West,Independent,G6,Other,False,False,Independent,Mountain West,,
2022,Utah State,BYU,Mountain West,Independent,G6,Independent,Other,False,False,Mountain West,Independent,,
2022,Houston,Tulane,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Tulane,Houston,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Middle Tennessee,UTSA,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,UTSA,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Boise State,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,San Diego State,Boise State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,UNLV,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,New Mexico,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Minnesota,Purdue,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Purdue,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,James Madison,Texas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,Sun Belt,,
2022,Texas State,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,,,
2022,Eastern Michigan,Massachusetts,MAC,Independent,G6,Independent,Other,False,False,MAC,Independent,,
2022,Massachusetts,Eastern Michigan,Independent,MAC,Independent,G6,Other,False,False,Independent,MAC,,
2022,Iowa,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Michigan,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Ball State,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Northern Illinois,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,South Florida,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,East Carolina,South Florida,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,North Carolina,Virginia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Virginia Tech,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Maryland,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Michigan State,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Boston College,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Louisville,Boston College,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Army,Georgia State,Independent,Sun Belt,Independent,G6,Other,False,False,Independent,Sun Belt,,
2022,Georgia State,Army,Sun Belt,Independent,G6,Independent,Other,False,False,Sun Belt,Independent,,
2022,Kansas,Iowa State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Iowa State,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Kent State,Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Ohio,Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Florida State,Wake Forest,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Wake Forest,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Memphis,Temple,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Temple,Memphis,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Akron,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Bowling Green,Akron,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,UConn,Fresno State,Independent,Mountain West,Independent,G6,Other,False,False,Independent,Mountain West,,
2022,Fresno State,UConn,Mountain West,Independent,G6,Independent,Other,False,False,Mountain West,Independent,,
2022,Wisconsin,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Illinois,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Ole Miss,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Kentucky,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Buffalo,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Miami (OH),Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,TCU,Oklahoma,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Oklahoma,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Arkansas,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Alabama,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Toledo,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Central Michigan,Toledo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Penn State,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Northwestern,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Baylor,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Oklahoma State,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Air Force,Navy,Mountain West,American,G6,G6,G6_vs_G6,False,False,Mountain West,American,,
2022,Navy,Air Force,American,Mountain West,G6,G6,G6_vs_G6,False,False,American,Mountain West,,
2022,Ohio State,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Rutgers,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Kansas State,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Texas Tech,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,North Texas,Florida Atlantic,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Florida Atlantic,North Texas,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Mississippi State,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Texas A&M,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Louisiana,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,South Alabama,Louisiana,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,Charlotte,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,UTEP,Charlotte,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Old Dominion,Liberty,Sun Belt,Independent,G6,Independent,Other,True,False,Conference USA,Independent,0.0,
2022,Liberty,Old Dominion,Independent,Sun Belt,Independent,G6,Other,False,True,Independent,Conference USA,,0.0
2022,Western Kentucky,Troy,Conference USA,Sun Belt,G6,G6,G6_vs_G6,False,False,Conference USA,Sun Belt,,
2022,Troy,Western Kentucky,Sun Belt,Conference USA,G6,G6,G6_vs_G6,False,False,Sun Belt,Conference USA,,
2022,Auburn,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,LSU,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Tulsa,Cincinnati,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Cincinnati,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Coastal Carolina,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,Georgia Southern,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,Arkansas State,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,UL Monroe,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,Texas,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,West Virginia,Texas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Wyoming,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,San José State,Wyoming,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Nebraska,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Indiana,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Duke,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Virginia,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Clemson,NC State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,NC State,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Missouri,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Georgia,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Rice,UAB,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,UAB,Rice,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Pittsburgh,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Georgia Tech,Pittsburgh,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,New Mexico State,Florida International,Independent,Conference USA,Independent,G6,Other,False,False,Independent,Conference USA,,
2022,Florida International,New Mexico State,Conference USA,Independent,G6,Independent,Other,False,False,Conference USA,Independent,,
2022,UCF,SMU,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,SMU,UCF,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Rutgers,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Nebraska,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Memphis,Houston,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Houston,Memphis,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Nevada,Colorado State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Colorado State,Nevada,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,San José State,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,UNLV,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Georgia State,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,Georgia Southern,Georgia State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2022,Maryland,Purdue,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Purdue,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Cincinnati,South Florida,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,South Florida,Cincinnati,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Mississippi State,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Arkansas,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Virginia,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Louisville,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Georgia,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Auburn,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Navy,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Tulsa,Navy,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Northern Illinois,Toledo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Toledo,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Bowling Green,Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Buffalo,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Central Michigan,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Ball State,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Western Michigan,Eastern Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Eastern Michigan,Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Northwestern,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Wisconsin,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Massachusetts,Liberty,Independent,Independent,Independent,Independent,Other,False,False,Independent,Independent,,
2022,Liberty,Massachusetts,Independent,Independent,Independent,Independent,Other,False,False,Independent,Independent,,
2022,Oklahoma State,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Texas Tech,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Pittsburgh,Virginia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Virginia Tech,Pittsburgh,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Tulane,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,East Carolina,Tulane,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2022,Oklahoma,Texas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Texas,Oklahoma,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Miami (OH),Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,Kent State,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2022,UAB,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Middle Tennessee,UAB,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Kansas,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,TCU,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2022,Vanderbilt,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Ole Miss,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Miami,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,North Carolina,Miami,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Georgia Tech,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Duke,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2022,Michigan State,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Ohio State,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,LSU,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Tennessee,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Indiana,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,Michigan,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2022,UTSA,Western Kentucky,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Western Kentucky,UTSA,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,Florida,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,Missouri,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2022,New Mexico,Wyoming,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Wyoming,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Utah State,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Air Force,Utah State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2022,Arkansas State,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,,,
2022,James Madison,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,,Sun Belt,,
2022,Louisiana Tech,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2022,UTEP,Louisiana Tech,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
