season,team,opponent,team_conference,opponent_conference,team_tier,opponent_tier,conference_matchup_type,team_changed_conference,opponent_changed_conference,team_previous_conference,opponent_previous_conference,team_years_since_move,opponent_years_since_move
2024,Nevada,Georgia Southern,Mountain West,Sun Belt,G6,G6,G6_vs_G6,False,False,Mountain West,Sun Belt,,
2024,Georgia Southern,Nevada,Sun Belt,Mountain West,G6,G6,G6_vs_G6,False,False,Sun Belt,Mountain West,,
2024,Oregon,Boise State,Big Ten,Mountain West,P4,G6,P4_vs_G6,True,False,Pac-12,Mountain West,0.0,
2024,Boise State,Oregon,Mountain West,Big Ten,G6,P4,G6_vs_P4,False,True,Mountain West,Pac-12,,0.0
2024,Arkansas State,Tulsa,Sun Belt,American,G6,G6,G6_vs_G6,False,False,Sun Belt,American,,
2024,Tulsa,Arkansas State,American,Sun Belt,G6,G6,G6_vs_G6,False,False,American,Sun Belt,,
2024,UL Monroe,UAB,Sun Belt,American,G6,G6,G6_vs_G6,False,False,Sun Belt,American,,
2024,UAB,UL Monroe,American,Sun Belt,G6,G6,G6_vs_G6,False,False,American,Sun Belt,,
2024,UCF,Sam Houston,Big 12,Conference USA,P4,G6,P4_vs_G6,False,False,Big 12,Conference USA,,
2024,Sam Houston,UCF,Conference USA,Big 12,G6,P4,G6_vs_P4,False,False,Conference USA,Big 12,,
2024,Nebraska,Colorado,Big Ten,Big 12,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,Colorado,Nebraska,Big 12,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,New Mexico State,Liberty,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Liberty,New Mexico State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Penn State,Bowling Green,Big Ten,MAC,P4,G6,P4_vs_G6,False,False,Big Ten,MAC,,
2024,Bowling Green,Penn State,MAC,Big Ten,G6,P4,G6_vs_P4,False,False,MAC,Big Ten,,
2024,Arizona State,Mississippi State,Big 12,SEC,P4,P4,P4_vs_P4,True,False,Pac-12,SEC,0.0,
2024,Mississippi State,Arizona State,SEC,Big 12,P4,P4,P4_vs_P4,False,True,SEC,Pac-12,,0.0
2024,Missouri,Buffalo,SEC,MAC,P4,G6,P4_vs_G6,False,False,SEC,MAC,,
2024,Buffalo,Missouri,MAC,SEC,G6,P4,G6_vs_P4,False,False,MAC,SEC,,
2024,Utah,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,Baylor,Utah,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,USC,Utah State,Big Ten,Mountain West,P4,G6,P4_vs_G6,True,False,Pac-12,Mountain West,0.0,
2024,Utah State,USC,Mountain West,Big Ten,G6,P4,G6_vs_P4,False,True,Mountain West,Pac-12,,0.0
2024,NC State,Tennessee,ACC,SEC,P4,P4,P4_vs_P4,False,False,ACC,SEC,,
2024,Tennessee,NC State,SEC,ACC,P4,P4,P4_vs_P4,False,False,SEC,ACC,,
2024,Oklahoma,Houston,SEC,Big 12,P4,P4,P4_vs_P4,True,False,Big 12,Big 12,0.0,
2024,Houston,Oklahoma,Big 12,SEC,P4,P4,P4_vs_P4,False,True,Big 12,Big 12,,0.0
2024,Oklahoma State,Arkansas,Big 12,SEC,P4,P4,P4_vs_P4,False,False,Big 12,SEC,,
2024,Arkansas,Oklahoma State,SEC,Big 12,P4,P4,P4_vs_P4,False,False,SEC,Big 12,,
2024,Tulane,Kansas State,American,Big 12,G6,P4,G6_vs_P4,False,False,American,Big 12,,
2024,Kansas State,Tulane,Big 12,American,P4,G6,P4_vs_G6,False,False,Big 12,American,,
2024,Illinois,Kansas,Big Ten,Big 12,P4,P4,P4_vs_P4,False,False,Big Ten,Big 12,,
2024,Kansas,Illinois,Big 12,Big Ten,P4,P4,P4_vs_P4,False,False,Big 12,Big Ten,,
2024,Iowa,Iowa State,Big Ten,Big 12,P4,P4,P4_vs_P4,False,False,Big Ten,Big 12,,
2024,Iowa State,Iowa,Big 12,Big Ten,P4,P4,P4_vs_P4,False,False,Big 12,Big Ten,,
2024,Louisville,Jacksonville State,ACC,Conference USA,P4,G6,P4_vs_G6,False,False,ACC,Conference USA,,
2024,Jacksonville State,Louisville,Conference USA,ACC,G6,P4,G6_vs_P4,False,False,Conference USA,ACC,,
2024,Syracuse,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Georgia Tech,Syracuse,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Clemson,App State,ACC,Sun Belt,P4,G6,P4_vs_G6,False,False,ACC,Sun Belt,,
2024,App State,Clemson,Sun Belt,ACC,G6,P4,G6_vs_P4,False,False,Sun Belt,ACC,,
2024,Rutgers,Akron,Big Ten,MAC,P4,G6,P4_vs_G6,False,False,Big Ten,MAC,,
2024,Akron,Rutgers,MAC,Big Ten,G6,P4,G6_vs_P4,False,False,MAC,Big Ten,,
2024,Cincinnati,Pittsburgh,Big 12,ACC,P4,P4,P4_vs_P4,False,False,Big 12,ACC,,
2024,Pittsburgh,Cincinnati,ACC,Big 12,P4,P4,P4_vs_P4,False,False,ACC,Big 12,,
2024,Memphis,Troy,American,Sun Belt,G6,G6,G6_vs_G6,False,False,American,Sun Belt,,
2024,Troy,Memphis,Sun Belt,American,G6,G6,G6_vs_G6,False,False,Sun Belt,American,,
2024,Florida Atlantic,Army,American,American,G6,G6,G6_vs_G6,False,True,American,Independent,,0.0
2024,Army,Florida Atlantic,American,American,G6,G6,G6_vs_G6,True,False,Independent,American,0.0,
2024,Texas State,Arizona State,Sun Belt,Big 12,G6,P4,G6_vs_P4,False,True,Sun Belt,Pac-12,,0.0
2024,Arizona State,Texas State,Big 12,Sun Belt,P4,G6,P4_vs_G6,True,False,Pac-12,Sun Belt,0.0,
2024,Kansas State,Arizona,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,Arizona,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,Kansas,UNLV,Big 12,Mountain West,P4,G6,P4_vs_G6,False,False,Big 12,Mountain West,,
2024,UNLV,Kansas,Mountain West,Big 12,G6,P4,G6_vs_P4,False,False,Mountain West,Big 12,,
2024,Kentucky,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Georgia,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Texas,UTSA,SEC,American,P4,G6,P4_vs_G6,True,False,Big 12,American,0.0,
2024,UTSA,Texas,American,SEC,G6,P4,G6_vs_P4,False,True,American,Big 12,,0.0
2024,Wisconsin,Alabama,Big Ten,SEC,P4,P4,P4_vs_P4,False,False,Big Ten,SEC,,
2024,Alabama,Wisconsin,SEC,Big Ten,P4,P4,P4_vs_P4,False,False,SEC,Big Ten,,
2024,Wake Forest,Ole Miss,ACC,SEC,P4,P4,P4_vs_P4,False,False,ACC,SEC,,
2024,Ole Miss,Wake Forest,SEC,ACC,P4,P4,P4_vs_P4,False,False,SEC,ACC,,
2024,Missouri,Boston College,SEC,ACC,P4,P4,P4_vs_P4,False,False,SEC,ACC,,
2024,Boston College,Missouri,ACC,SEC,P4,P4,P4_vs_P4,False,False,ACC,SEC,,
2024,Tennessee,Kent State,SEC,MAC,P4,G6,P4_vs_G6,False,False,SEC,MAC,,
2024,Kent State,Tennessee,MAC,SEC,G6,P4,G6_vs_P4,False,False,MAC,SEC,,
2024,Miami,Ball State,ACC,MAC,P4,G6,P4_vs_G6,False,False,ACC,MAC,,
2024,Ball State,Miami,MAC,ACC,G6,P4,G6_vs_P4,False,False,MAC,ACC,,
2024,UCLA,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,Indiana,UCLA,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,Baylor,Air Force,Big 12,Mountain West,P4,G6,P4_vs_G6,False,False,Big 12,Mountain West,,
2024,Air Force,Baylor,Mountain West,Big 12,G6,P4,G6_vs_P4,False,False,Mountain West,Big 12,,
2024,Colorado State,Colorado,Mountain West,Big 12,G6,P4,G6_vs_P4,False,True,Mountain West,Pac-12,,0.0
2024,Colorado,Colorado State,Big 12,Mountain West,P4,G6,P4_vs_G6,True,False,Pac-12,Mountain West,0.0,
2024,TCU,UCF,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,UCF,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Florida Atlantic,Florida International,American,Conference USA,G6,G6,G6_vs_G6,False,False,American,Conference USA,,
2024,Florida International,Florida Atlantic,Conference USA,American,G6,G6,G6_vs_G6,False,False,Conference USA,American,,
2024,Houston,Rice,Big 12,American,P4,G6,P4_vs_G6,False,False,Big 12,American,,
2024,Rice,Houston,American,Big 12,G6,P4,G6_vs_P4,False,False,American,Big 12,,
2024,Wyoming,BYU,Mountain West,Big 12,G6,P4,G6_vs_P4,False,False,Mountain West,Big 12,,
2024,BYU,Wyoming,Big 12,Mountain West,P4,G6,P4_vs_G6,False,False,Big 12,Mountain West,,
2024,Tulsa,Oklahoma State,American,Big 12,G6,P4,G6_vs_P4,False,False,American,Big 12,,
2024,Oklahoma State,Tulsa,Big 12,American,P4,G6,P4_vs_G6,False,False,Big 12,American,,
2024,California,San Diego State,ACC,Mountain West,P4,G6,P4_vs_G6,True,False,Pac-12,Mountain West,0.0,
2024,San Diego State,California,Mountain West,ACC,G6,P4,G6_vs_P4,False,True,Mountain West,Pac-12,,0.0
2024,Fresno State,New Mexico State,Mountain West,Conference USA,G6,G6,G6_vs_G6,False,False,Mountain West,Conference USA,,
2024,New Mexico State,Fresno State,Conference USA,Mountain West,G6,G6,G6_vs_G6,False,False,Conference USA,Mountain West,,
2024,Oklahoma,Tulane,SEC,American,P4,G6,P4_vs_G6,True,False,Big 12,American,0.0,
2024,Tulane,Oklahoma,American,SEC,G6,P4,G6_vs_P4,False,True,American,Big 12,,0.0
2024,South Carolina,LSU,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,LSU,South Carolina,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Michigan,Arkansas State,Big Ten,Sun Belt,P4,G6,P4_vs_G6,False,False,Big Ten,Sun Belt,,
2024,Arkansas State,Michigan,Sun Belt,Big Ten,G6,P4,G6_vs_P4,False,False,Sun Belt,Big Ten,,
2024,Purdue,Notre Dame,Big Ten,Independent,P4,Independent,Other,False,False,Big Ten,Independent,,
2024,Notre Dame,Purdue,Independent,Big Ten,Independent,P4,Other,False,False,Independent,Big Ten,,
2024,Florida State,Memphis,ACC,American,P4,G6,P4_vs_G6,False,False,ACC,American,,
2024,Memphis,Florida State,American,ACC,G6,P4,G6_vs_P4,False,False,American,ACC,,
2024,NC State,Louisiana Tech,ACC,Conference USA,P4,G6,P4_vs_G6,False,False,ACC,Conference USA,,
2024,Louisiana Tech,NC State,Conference USA,ACC,G6,P4,G6_vs_P4,False,False,Conference USA,ACC,,
2024,Miami (OH),Cincinnati,MAC,Big 12,G6,P4,G6_vs_P4,False,False,MAC,Big 12,,
2024,Cincinnati,Miami (OH),Big 12,MAC,P4,G6,P4_vs_G6,False,False,Big 12,MAC,,
2024,Texas Tech,North Texas,Big 12,American,P4,G6,P4_vs_G6,False,False,Big 12,American,,
2024,North Texas,Texas Tech,American,Big 12,G6,P4,G6_vs_P4,False,False,American,Big 12,,
2024,Illinois,Central Michigan,Big Ten,MAC,P4,G6,P4_vs_G6,False,False,Big Ten,MAC,,
2024,Central Michigan,Illinois,MAC,Big Ten,G6,P4,G6_vs_P4,False,False,MAC,Big Ten,,
2024,Buffalo,Massachusetts,MAC,Independent,G6,Independent,Other,False,False,MAC,Independent,,
2024,Massachusetts,Buffalo,Independent,MAC,Independent,G6,Other,False,False,Independent,MAC,,
2024,Temple,Coastal Carolina,American,Sun Belt,G6,G6,G6_vs_G6,False,False,American,Sun Belt,,
2024,Coastal Carolina,Temple,Sun Belt,American,G6,G6,G6_vs_G6,False,False,Sun Belt,American,,
2024,Florida,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Texas A&M,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Minnesota,Nevada,Big Ten,Mountain West,P4,G6,P4_vs_G6,False,False,Big Ten,Mountain West,,
2024,Nevada,Minnesota,Mountain West,Big Ten,G6,P4,G6_vs_P4,False,False,Mountain West,Big Ten,,
2024,Utah State,Utah,Mountain West,Big 12,G6,P4,G6_vs_P4,False,True,Mountain West,Pac-12,,0.0
2024,Utah,Utah State,Big 12,Mountain West,P4,G6,P4_vs_G6,True,False,Pac-12,Mountain West,0.0,
2024,Pittsburgh,West Virginia,ACC,Big 12,P4,P4,P4_vs_P4,False,False,ACC,Big 12,,
2024,West Virginia,Pittsburgh,Big 12,ACC,P4,P4,P4_vs_P4,False,False,Big 12,ACC,,
2024,Iowa,Troy,Big Ten,Sun Belt,P4,G6,P4_vs_G6,False,False,Big Ten,Sun Belt,,
2024,Troy,Iowa,Sun Belt,Big Ten,G6,P4,G6_vs_P4,False,False,Sun Belt,Big Ten,,
2024,East Carolina,App State,American,Sun Belt,G6,G6,G6_vs_G6,False,False,American,Sun Belt,,
2024,App State,East Carolina,Sun Belt,American,G6,G6,G6_vs_G6,False,False,Sun Belt,American,,
2024,Arkansas,UAB,SEC,American,P4,G6,P4_vs_G6,False,False,SEC,American,,
2024,UAB,Arkansas,American,SEC,G6,P4,G6_vs_P4,False,False,American,SEC,,
2024,Duke,UConn,ACC,Independent,P4,Independent,Other,False,False,ACC,Independent,,
2024,UConn,Duke,Independent,ACC,Independent,P4,Other,False,False,Independent,ACC,,
2024,Old Dominion,Virginia Tech,Sun Belt,ACC,G6,P4,G6_vs_P4,False,False,Sun Belt,ACC,,
2024,Virginia Tech,Old Dominion,ACC,Sun Belt,P4,G6,P4_vs_G6,False,False,ACC,Sun Belt,,
2024,Virginia,Maryland,ACC,Big Ten,P4,P4,P4_vs_P4,False,False,ACC,Big Ten,,
2024,Maryland,Virginia,Big Ten,ACC,P4,P4,P4_vs_P4,False,False,Big Ten,ACC,,
2024,Liberty,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,UTEP,Liberty,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Georgia State,Vanderbilt,Sun Belt,SEC,G6,P4,G6_vs_P4,False,False,Sun Belt,SEC,,
2024,Vanderbilt,Georgia State,SEC,Sun Belt,P4,G6,P4_vs_G6,False,False,SEC,Sun Belt,,
2024,Eastern Michigan,Jacksonville State,MAC,Conference USA,G6,G6,G6_vs_G6,False,False,MAC,Conference USA,,
2024,Jacksonville State,Eastern Michigan,Conference USA,MAC,G6,G6,G6_vs_G6,False,False,Conference USA,MAC,,
2024,San José State,Kennesaw State,Mountain West,Conference USA,G6,G6,G6_vs_G6,False,False,Mountain West,,,
2024,Kennesaw State,San José State,Conference USA,Mountain West,G6,G6,G6_vs_G6,False,False,,Mountain West,,
2024,Middle Tennessee,Western Kentucky,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Western Kentucky,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Sam Houston,Hawai'i,Conference USA,Mountain West,G6,G6,G6_vs_G6,False,False,Conference USA,Mountain West,,
2024,Hawai'i,Sam Houston,Mountain West,Conference USA,G6,G6,G6_vs_G6,False,False,Mountain West,Conference USA,,
2024,Southern Miss,South Florida,Sun Belt,American,G6,G6,G6_vs_G6,False,False,Sun Belt,American,,
2024,South Florida,Southern Miss,American,Sun Belt,G6,G6,G6_vs_G6,False,False,American,Sun Belt,,
2024,Auburn,New Mexico,SEC,Mountain West,P4,G6,P4_vs_G6,False,False,SEC,Mountain West,,
2024,New Mexico,Auburn,Mountain West,SEC,G6,P4,G6_vs_P4,False,False,Mountain West,SEC,,
2024,Mississippi State,Toledo,SEC,MAC,P4,G6,P4_vs_G6,False,False,SEC,MAC,,
2024,Toledo,Mississippi State,MAC,SEC,G6,P4,G6_vs_P4,False,False,MAC,SEC,,
2024,App State,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,South Alabama,App State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2024,Nebraska,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Illinois,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Syracuse,Stanford,ACC,ACC,P4,P4,P4_vs_P4,False,True,ACC,Pac-12,,0.0
2024,Stanford,Syracuse,ACC,ACC,P4,P4,P4_vs_P4,True,False,Pac-12,ACC,0.0,
2024,Texas,UL Monroe,SEC,Sun Belt,P4,G6,P4_vs_G6,True,False,Big 12,Sun Belt,0.0,
2024,UL Monroe,Texas,Sun Belt,SEC,G6,P4,G6_vs_P4,False,True,Sun Belt,Big 12,,0.0
2024,Ohio State,Marshall,Big Ten,Sun Belt,P4,G6,P4_vs_G6,False,False,Big Ten,Sun Belt,,
2024,Marshall,Ohio State,Sun Belt,Big Ten,G6,P4,G6_vs_P4,False,False,Sun Belt,Big Ten,,
2024,Ole Miss,Georgia Southern,SEC,Sun Belt,P4,G6,P4_vs_G6,False,False,SEC,Sun Belt,,
2024,Georgia Southern,Ole Miss,Sun Belt,SEC,G6,P4,G6_vs_P4,False,False,Sun Belt,SEC,,
2024,Oklahoma,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,True,False,Big 12,SEC,0.0,
2024,Tennessee,Oklahoma,SEC,SEC,P4,P4,P4_vs_P4,False,True,SEC,Big 12,,0.0
2024,Missouri,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Vanderbilt,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,South Florida,Miami,American,ACC,G6,P4,G6_vs_P4,False,False,American,ACC,,
2024,Miami,South Florida,ACC,American,P4,G6,P4_vs_G6,False,False,ACC,American,,
2024,Western Kentucky,Toledo,Conference USA,MAC,G6,G6,G6_vs_G6,False,False,Conference USA,MAC,,
2024,Toledo,Western Kentucky,MAC,Conference USA,G6,G6,G6_vs_G6,False,False,MAC,Conference USA,,
2024,North Texas,Wyoming,American,Mountain West,G6,G6,G6_vs_G6,False,False,American,Mountain West,,
2024,Wyoming,North Texas,Mountain West,American,G6,G6,G6_vs_G6,False,False,Mountain West,American,,
2024,Penn State,Kent State,Big Ten,MAC,P4,G6,P4_vs_G6,False,False,Big Ten,MAC,,
2024,Kent State,Penn State,MAC,Big Ten,G6,P4,G6_vs_P4,False,False,MAC,Big Ten,,
2024,Michigan,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,USC,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,South Carolina,Akron,SEC,MAC,P4,G6,P4_vs_G6,False,False,SEC,MAC,,
2024,Akron,South Carolina,MAC,SEC,G6,P4,G6_vs_P4,False,False,MAC,SEC,,
2024,Minnesota,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Iowa,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2024,Boston College,Michigan State,ACC,Big Ten,P4,P4,P4_vs_P4,False,False,ACC,Big Ten,,
2024,Michigan State,Boston College,Big Ten,ACC,P4,P4,P4_vs_P4,False,False,Big Ten,ACC,,
2024,Colorado,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,Baylor,Colorado,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,Oklahoma State,Utah,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,Utah,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,New Mexico,Fresno State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,Fresno State,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2024,BYU,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Kansas State,BYU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,LSU,UCLA,SEC,Big Ten,P4,P4,P4_vs_P4,False,True,SEC,Pac-12,,0.0
2024,UCLA,LSU,Big Ten,SEC,P4,P4,P4_vs_P4,True,False,Pac-12,SEC,0.0,
2024,Notre Dame,Miami (OH),Independent,MAC,Independent,G6,Other,False,False,Independent,MAC,,
2024,Miami (OH),Notre Dame,MAC,Independent,G6,Independent,Other,False,False,MAC,Independent,,
2024,Louisville,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Georgia Tech,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Iowa State,Arkansas State,Big 12,Sun Belt,P4,G6,P4_vs_G6,False,False,Big 12,Sun Belt,,
2024,Arkansas State,Iowa State,Sun Belt,Big 12,G6,P4,G6_vs_P4,False,False,Sun Belt,Big 12,,
2024,Clemson,NC State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,NC State,Clemson,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2024,Northern Illinois,Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Buffalo,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Texas A&M,Bowling Green,SEC,MAC,P4,G6,P4_vs_G6,False,False,SEC,MAC,,
2024,Bowling Green,Texas A&M,MAC,SEC,G6,P4,G6_vs_P4,False,False,MAC,SEC,,
2024,Mississippi State,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Florida,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Indiana,Charlotte,Big Ten,American,P4,G6,P4_vs_G6,False,False,Big Ten,American,,
2024,Charlotte,Indiana,American,Big Ten,G6,P4,G6_vs_P4,False,False,American,Big Ten,,
2024,North Carolina,James Madison,ACC,Sun Belt,P4,G6,P4_vs_G6,False,False,ACC,Sun Belt,,
2024,James Madison,North Carolina,Sun Belt,ACC,G6,P4,G6_vs_P4,False,False,Sun Belt,ACC,,
2024,Cincinnati,Houston,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Houston,Cincinnati,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,West Virginia,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Kansas,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2024,Louisiana,Tulane,Sun Belt,American,G6,G6,G6_vs_G6,False,False,Sun Belt,American,,
2024,Tulane,Louisiana,American,Sun Belt,G6,G6,G6_vs_G6,False,False,American,Sun Belt,,
2024,Army,Rice,American,American,G6,G6,G6_vs_G6,True,False,Independent,American,0.0,
2024,Rice,Army,American,American,G6,G6,G6_vs_G6,False,True,American,Independent,,0.0
2024,Kentucky,Ohio,SEC,MAC,P4,G6,P4_vs_G6,False,False,SEC,MAC,,
2024,Ohio,Kentucky,MAC,SEC,G6,P4,G6_vs_P4,False,False,MAC,SEC,,
2024,Central Michigan,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Ball State,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2024,Coastal Carolina,Virginia,Sun Belt,ACC,G6,P4,G6_vs_P4,False,False,Sun Belt,ACC,,
2024,Virginia,Coastal Carolina,ACC,Sun Belt,P4,G6,P4_vs_G6,False,False,ACC,Sun Belt,,
2024,Temple,Utah State,American,Mountain West,G6,G6,G6_vs_G6,False,False,American,Mountain West,,
2024,Utah State,Temple,Mountain West,American,G6,G6,G6_vs_G6,False,False,Mountain West,American,,
2024,Sam Houston,New Mexico State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,New Mexico State,Sam Houston,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2024,Jacksonville State,Southern Miss,Conference USA,Sun Belt,G6,G6,G6_vs_G6,False,False,Conference USA,Sun Belt,,
2024,Southern Miss,Jacksonville State,Sun Belt,Conference USA,G6,G6,G6_vs_G6,False,False,Sun Belt,Conference USA,,
2024,Auburn,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Arkansas,Auburn,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2024,Virginia Tech,Rutgers,ACC,Big Ten,P4,P4,P4_vs_P4,False,False,ACC,Big Ten,,
2024,Rutgers,Virginia Tech,Big Ten,ACC,P4,P4,P4_vs_P4,False,False,Big Ten,ACC,,
2024,Texas Tech,Arizona State,Big 12,Big 12,P4,P4,P4_vs_P4,False,True,Big 12,Pac-12,,0.0
2024,Arizona State,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,True,False,Pac-12,Big 12,0.0,
2024,Navy,Memphis,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Memphis,Navy,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2024,Middle Tennessee,Duke,Conference USA,ACC,G6,P4,G6_vs_P4,False,False,Conference USA,ACC,,
2024,Duke,Middle Tennessee,ACC,Conference USA,P4,G6,P4_vs_G6,False,False,ACC,Conference USA,,
2024,SMU,TCU,ACC,Big 12,P4,P4,P4_vs_P4,True,False,American,Big 12,0.0,
2024,TCU,SMU,Big 12,ACC,P4,P4,P4_vs_P4,False,True,Big 12,American,,0.0
2024,Colorado State,UTEP,Mountain West,Conference USA,G6,G6,G6_vs_G6,False,False,Mountain West,Conference USA,,
2024,UTEP,Colorado State,Conference USA,Mountain West,G6,G6,G6_vs_G6,False,False,Conference USA,Mountain West,,
2024,Liberty,East Carolina,Conference USA,American,G6,G6,G6_vs_G6,False,False,Conference USA,American,,
2024,East Carolina,Liberty,American,Conference USA,G6,G6,G6_vs_G6,False,False,American,Conference USA,,
2024,Washington,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,True,False,Pac-12,Big Ten,0.0,
2024,Northwestern,Washington,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,True,Big Ten,Pac-12,,0.0
2024,UConn,Florida Atlantic,Independent,American,Independent,G6,Other,False,False,Independent,American,,
2024,Florida Atlantic,UConn,American,Independent,G6,Independent,Other,False,False,American,Independent,,
2024,Florida State,California,ACC,ACC,P4,P4,P4_vs_P4,False,True,ACC,Pac-12,,0.0
2024,California,Florida State,ACC,ACC,P4,P4,P4_vs_P4,True,False,Pac-12,ACC,0.0,
